,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
4559,21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5700,12.99,0,0.14,N,4
21642,34,50000,MORTGAGE,11.0,VENTURE,A,4000,8.9,0,0.08,N,8
14215,23,102000,OWN,0.0,MEDICAL,D,30000,16.77,0,0.29,Y,2
15054,25,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000,,0,0.17,N,2
13192,25,36000,OWN,10.0,EDUCATION,B,11200,9.76,0,0.31,N,4
2312,24,25000,RENT,5.0,MEDICAL,C,2500,13.48,0,0.1,Y,4
6755,25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4
25995,28,95000,OWN,3.0,VENTURE,B,4800,11.71,0,0.05,N,10
16460,24,60000,RENT,4.0,PERSONAL,B,12500,11.49,0,0.21,N,3
3076,21,35004,MORTGAGE,1.0,VENTURE,A,3600,8.0,0,0.1,N,2
8109,22,75000,RENT,2.0,VENTURE,C,7200,13.61,0,0.1,N,4
21982,32,51000,MORTGAGE,1.0,VENTURE,B,10000,9.99,0,0.2,N,5
4178,21,20000,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2
29132,39,403750,MORTGAGE,10.0,MEDICAL,B,35000,,1,0.07,N,11
25657,30,89000,MORTGAGE,3.0,PERSONAL,B,10800,11.99,0,0.12,N,8
24412,29,72000,MORTGAGE,0.0,VENTURE,B,24000,10.99,0,0.33,N,6
15486,25,72000,RENT,7.0,DEBTCONSOLIDATION,C,15000,12.68,0,0.21,N,3
23754,30,65000,MORTGAGE,1.0,PERSONAL,D,25000,15.65,0,0.38,Y,5
5461,22,52880,RENT,6.0,MEDICAL,D,5000,14.59,1,0.09,N,4
3864,22,36000,RENT,0.0,MEDICAL,A,4000,5.42,0,0.11,N,3
20736,32,32000,RENT,6.0,DEBTCONSOLIDATION,D,5000,18.25,1,0.16,Y,7
20678,28,42000,MORTGAGE,12.0,VENTURE,A,11000,5.42,0,0.26,N,7
31304,42,82000,RENT,10.0,VENTURE,D,12000,13.24,0,0.15,Y,13
30597,39,60000,MORTGAGE,22.0,PERSONAL,B,4000,10.59,0,0.07,N,12
13220,22,90000,MORTGAGE,2.0,MEDICAL,B,7000,,0,0.08,N,2
30409,40,25000,RENT,0.0,VENTURE,C,7000,,0,0.28,N,15
22949,28,60000,MORTGAGE,0.0,PERSONAL,A,4000,7.9,0,0.07,N,8
20808,31,45000,RENT,2.0,VENTURE,C,5000,13.35,0,0.11,N,8
19887,29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.39,N,5
9571,24,62500,MORTGAGE,2.0,VENTURE,A,6000,5.79,0,0.1,N,2
26692,28,110000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,6.54,0,0.14,N,6
3123,23,35500,MORTGAGE,0.0,MEDICAL,C,3000,11.28,0,0.08,Y,3
22862,27,21600,RENT,2.0,MEDICAL,B,8000,10.59,1,0.37,N,5
1951,25,80000,RENT,9.0,VENTURE,B,2000,11.49,0,0.03,N,3
2336,25,33000,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.59,0,0.08,N,2
3205,23,36000,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0,0.06,N,2
978,22,46800,RENT,6.0,MEDICAL,C,18000,15.23,1,0.38,Y,2
22207,28,47004,MORTGAGE,12.0,PERSONAL,C,10000,13.61,1,0.21,Y,6
12017,25,78200,MORTGAGE,9.0,MEDICAL,A,6000,6.54,0,0.08,N,3
29659,40,69996,RENT,6.0,MEDICAL,B,3000,10.75,0,0.04,N,15
3997,25,54000,RENT,2.0,EDUCATION,B,4000,11.89,0,0.07,N,2
21334,35,42300,RENT,3.0,PERSONAL,C,5500,13.06,0,0.13,N,8
31397,44,91000,MORTGAGE,14.0,MEDICAL,A,7900,8.59,0,0.09,N,14
23977,33,68000,MORTGAGE,9.0,EDUCATION,B,2100,12.53,0,0.03,N,9
23412,28,62352,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,6.62,0,0.06,N,7
18810,35,43000,RENT,19.0,MEDICAL,C,1200,13.8,0,0.03,N,7
8008,25,32496,RENT,9.0,MEDICAL,B,7200,9.51,0,0.22,N,4
3540,25,57300,RENT,2.0,PERSONAL,C,10400,11.66,0,0.18,N,4
10842,22,70000,OWN,3.0,MEDICAL,A,8000,5.79,0,0.11,N,3
24307,31,19200,RENT,0.0,MEDICAL,A,4075,8.32,1,0.21,N,6
28177,34,47300,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.25,N,10
2716,22,50004,RENT,6.0,PERSONAL,B,12000,10.0,0,0.24,N,2
17664,24,70000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,25000,9.62,0,0.36,N,4
21214,27,45727,MORTGAGE,5.0,EDUCATION,D,1000,16.29,0,0.02,Y,9
989,22,24000,OWN,3.0,EDUCATION,B,2500,10.59,0,0.1,N,2
29687,40,35820,RENT,0.0,MEDICAL,B,3275,8.88,0,0.09,N,11
27348,28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,0,0.11,N,8
1605,22,34980,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.23,1,0.04,Y,4
11685,24,69000,RENT,0.0,PERSONAL,E,10000,17.14,1,0.14,N,4
32314,51,16800,OWN,3.0,PERSONAL,B,1000,11.11,0,0.06,N,22
12180,25,26000,RENT,5.0,MEDICAL,B,12000,11.99,1,0.46,N,3
11211,24,72000,MORTGAGE,0.0,EDUCATION,B,9000,,0,0.13,N,2
6705,25,59366,RENT,4.0,MEDICAL,B,6000,11.11,0,0.1,N,2
16107,23,30000,RENT,1.0,EDUCATION,D,1450,15.58,1,0.05,Y,3
31732,36,60000,RENT,2.0,VENTURE,B,15000,,0,0.25,N,16
22304,30,54000,MORTGAGE,5.0,EDUCATION,A,5000,7.88,0,0.09,N,5
7228,26,99100,RENT,2.0,PERSONAL,A,7000,7.49,0,0.07,N,3
17734,24,80000,MORTGAGE,0.0,PERSONAL,A,6000,8.59,0,0.07,N,2
30313,42,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,8.49,0,0.39,N,14
3211,23,36000,MORTGAGE,7.0,EDUCATION,B,11000,,0,0.31,N,3
15614,21,85000,RENT,2.0,VENTURE,B,15000,10.95,0,0.18,N,3
31415,39,182500,RENT,2.0,DEBTCONSOLIDATION,A,12500,5.42,0,0.07,N,14
26632,27,108928,MORTGAGE,9.0,EDUCATION,A,17600,7.88,0,0.16,N,8
29924,41,121200,RENT,1.0,VENTURE,A,10000,6.03,0,0.08,N,13
20185,30,39000,RENT,6.0,MEDICAL,C,4000,15.96,0,0.1,N,9
4217,23,40000,MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.17,N,3
4610,23,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,C,3500,13.35,1,0.1,N,2
27567,29,87000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.17,N,6
4632,24,42000,MORTGAGE,5.0,EDUCATION,A,4900,6.03,0,0.12,N,4
9093,23,61000,RENT,3.0,VENTURE,C,8000,13.22,0,0.13,Y,2
4006,23,56000,RENT,7.0,VENTURE,C,4000,15.23,0,0.07,Y,4
29947,38,42000,MORTGAGE,5.0,PERSONAL,B,4000,10.74,0,0.1,N,12
17644,22,30000,RENT,4.0,MEDICAL,C,6500,13.85,0,0.22,N,3
15067,23,108000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,18000,11.26,1,0.17,N,2
25214,29,81000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7750,9.32,0,0.1,N,10
16555,26,75000,MORTGAGE,9.0,MEDICAL,C,4000,12.99,0,0.05,Y,2
11671,25,75000,OWN,9.0,EDUCATION,B,5600,10.62,0,0.07,N,2
21539,27,48100,MORTGAGE,1.0,VENTURE,B,20000,11.89,0,0.42,N,10
26435,29,44500,RENT,3.0,VENTURE,C,14400,13.61,1,0.32,Y,10
843,25,85000,RENT,7.0,MEDICAL,E,20000,17.39,1,0.2,N,2
29911,41,41004,MORTGAGE,4.0,MEDICAL,B,10000,11.99,0,0.24,N,14
5122,23,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.15,N,3
17482,23,80400,RENT,4.0,EDUCATION,A,9000,7.51,0,0.11,N,4
6327,25,49000,OWN,6.0,VENTURE,C,3000,,0,0.06,N,3
10868,25,70000,MORTGAGE,9.0,PERSONAL,A,12000,7.51,0,0.17,N,4
29701,39,38400,RENT,5.0,EDUCATION,C,3500,12.99,0,0.09,Y,15
1249,24,25040,MORTGAGE,1.0,VENTURE,A,5000,5.79,0,0.2,N,4
17567,26,75000,RENT,5.0,PERSONAL,A,20000,6.91,0,0.27,N,2
18584,30,24000,OWN,,MEDICAL,A,7500,7.88,0,0.31,N,9
500,24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2
1599,23,40000,RENT,7.0,VENTURE,C,1500,13.99,0,0.04,Y,2
6143,25,48000,MORTGAGE,2.0,VENTURE,B,5000,,0,0.1,N,4
6007,23,48000,OWN,7.0,EDUCATION,B,20000,11.71,0,0.42,N,4
16721,22,52000,RENT,1.0,MEDICAL,A,5000,6.99,0,0.1,N,2
11174,24,72000,MORTGAGE,8.0,VENTURE,A,8000,7.88,0,0.11,N,4
1654,23,10008,RENT,,DEBTCONSOLIDATION,B,1600,10.36,1,0.16,N,2
2234,26,80952,RENT,6.0,EDUCATION,D,13200,16.77,0,0.16,N,4
8783,23,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7000,12.99,0,0.12,N,4
22521,30,55000,MORTGAGE,0.0,EDUCATION,D,12000,13.55,0,0.22,N,5
13151,24,89000,MORTGAGE,8.0,MEDICAL,C,25000,13.11,0,0.28,Y,3
6153,25,48000,MORTGAGE,4.0,PERSONAL,B,7350,11.12,0,0.15,N,2
3103,25,35360,MORTGAGE,9.0,MEDICAL,A,10000,8.94,0,0.28,N,2
31080,36,75000,RENT,5.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.13,N,12
16576,24,40000,RENT,0.0,MEDICAL,B,3600,10.59,0,0.09,N,4
6930,25,50300,MORTGAGE,3.0,HOMEIMPROVEMENT,E,1000,18.39,0,0.02,Y,3
14261,26,102500,MORTGAGE,4.0,EDUCATION,A,11800,6.03,0,0.12,N,2
2901,21,35000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,10.99,0,0.14,N,3
27772,32,188000,MORTGAGE,0.0,EDUCATION,B,10000,10.71,1,0.05,N,7
997,23,24000,OWN,0.0,PERSONAL,A,8000,5.79,0,0.33,N,3
10314,21,70000,RENT,5.0,MEDICAL,B,9700,12.53,0,0.14,N,4
4566,26,99000,RENT,5.0,PERSONAL,A,10000,7.29,0,0.1,N,2
15661,25,150000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.16,0,0.03,Y,4
5375,24,55000,RENT,5.0,DEBTCONSOLIDATION,B,8500,9.88,0,0.15,N,2
11920,26,77604,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6800,13.06,0,0.09,Y,4
14856,26,117000,OWN,10.0,VENTURE,B,7200,10.74,0,0.06,N,4
26627,33,96000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,15000,14.62,1,0.16,Y,10
13630,23,95000,MORTGAGE,8.0,MEDICAL,C,7200,14.79,0,0.08,Y,4
26450,28,102000,MORTGAGE,2.0,VENTURE,B,10000,12.18,0,0.1,N,7
16131,22,29100,RENT,2.0,VENTURE,D,6250,16.07,1,0.21,N,4
18602,33,90000,RENT,15.0,PERSONAL,B,18000,11.58,1,0.2,N,10
4544,22,23000,RENT,6.0,VENTURE,C,4850,14.27,0,0.21,Y,4
2099,22,26400,RENT,0.0,HOMEIMPROVEMENT,C,2400,13.92,1,0.09,N,3
5885,26,51600,RENT,10.0,HOMEIMPROVEMENT,B,5500,11.99,1,0.11,N,3
28096,27,98000,MORTGAGE,11.0,VENTURE,B,17000,8.88,0,0.17,N,9
32192,38,55000,RENT,2.0,PERSONAL,B,14000,11.48,0,0.25,N,14
8919,22,60000,MORTGAGE,6.0,VENTURE,A,11200,5.79,0,0.19,N,4
4245,21,41000,RENT,2.0,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3
7155,22,51996,MORTGAGE,6.0,PERSONAL,A,6000,7.88,0,0.12,N,4
17209,26,76250,RENT,6.0,VENTURE,B,10000,10.71,0,0.13,N,3
23379,32,62000,MORTGAGE,6.0,PERSONAL,B,6000,11.36,0,0.1,N,6
22211,32,53100,MORTGAGE,14.0,MEDICAL,B,7500,11.26,0,0.14,N,10
27114,30,111000,MORTGAGE,2.0,HOMEIMPROVEMENT,G,12500,19.04,1,0.11,N,8
2415,24,79800,RENT,8.0,HOMEIMPROVEMENT,B,2500,9.62,0,0.03,N,2
11695,22,75000,RENT,0.0,VENTURE,A,10000,6.54,0,0.13,N,4
28178,28,86000,MORTGAGE,12.0,VENTURE,A,15600,5.99,0,0.18,N,7
20570,34,35496,MORTGAGE,15.0,EDUCATION,C,2800,14.17,1,0.08,Y,7
4694,21,50000,RENT,5.0,EDUCATION,A,4900,8.94,0,0.1,N,2
8497,24,33000,RENT,2.0,VENTURE,F,7750,,1,0.23,N,2
30371,38,55000,RENT,0.0,EDUCATION,C,6500,11.03,0,0.12,Y,12
18443,32,96000,RENT,7.0,PERSONAL,D,20000,14.42,0,0.21,N,9
11936,23,57000,RENT,0.0,EDUCATION,D,11050,14.74,1,0.19,N,4
24096,27,40000,RENT,4.0,VENTURE,D,10000,,0,0.25,N,7
27049,31,40000,RENT,9.0,VENTURE,A,1600,,0,0.04,N,8
15177,26,25000,RENT,1.0,DEBTCONSOLIDATION,E,1500,14.7,1,0.06,N,2
715,24,21000,OTHER,4.0,PERSONAL,B,6000,12.21,0,0.29,N,2
8795,25,40000,RENT,9.0,DEBTCONSOLIDATION,B,8000,12.42,0,0.2,N,2
25365,30,29102,RENT,2.0,VENTURE,A,3000,7.9,0,0.1,N,9
27063,29,120000,MORTGAGE,2.0,EDUCATION,A,5000,7.68,0,0.04,N,6
13764,24,96000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4800,11.99,0,0.05,N,3
16986,26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0,0.18,N,4
19435,27,40000,RENT,3.0,PERSONAL,A,3000,7.05,0,0.07,N,8
24846,30,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.14,0,0.1,N,7
18541,33,62500,RENT,3.0,DEBTCONSOLIDATION,B,18400,9.91,0,0.29,N,7
2189,25,60000,RENT,9.0,DEBTCONSOLIDATION,A,13500,7.49,0,0.23,N,2
20421,30,50000,RENT,6.0,VENTURE,B,4600,11.49,0,0.09,N,7
28946,30,48996,RENT,1.0,HOMEIMPROVEMENT,E,10000,15.45,1,0.2,N,8
14100,24,74800,RENT,4.0,MEDICAL,E,14000,16.45,1,0.16,N,2
5414,23,53760,RENT,0.0,EDUCATION,C,5000,13.43,0,0.09,N,4
14514,24,108600,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,12.18,0,0.14,N,2
18427,29,85155,RENT,13.0,HOMEIMPROVEMENT,D,20000,14.61,0,0.23,N,6
475,21,18000,OWN,5.0,VENTURE,B,3375,,1,0.19,N,2
25688,28,90000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,1800,7.51,0,0.02,N,5
7826,22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0,0.03,N,3
32110,36,150000,MORTGAGE,20.0,MEDICAL,A,10000,,0,0.07,N,14
4241,25,43500,RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2
3910,24,41160,RENT,2.0,MEDICAL,A,4000,,0,0.1,N,4
13856,23,72250,MORTGAGE,7.0,MEDICAL,D,35000,15.99,1,0.41,N,2
10002,25,59000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,3600,12.98,1,0.06,N,3
26277,35,100000,MORTGAGE,19.0,MEDICAL,B,9000,10.99,0,0.09,N,8
18112,28,78000,RENT,0.0,PERSONAL,D,25000,,1,0.32,Y,5
21172,28,74000,RENT,0.0,DEBTCONSOLIDATION,D,5000,15.21,1,0.07,N,8
22631,35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6
6201,24,42000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3500,8.94,1,0.08,N,3
20506,27,40800,MORTGAGE,4.0,EDUCATION,B,6000,11.49,0,0.15,N,10
13266,24,30000,RENT,1.0,EDUCATION,B,12300,10.74,1,0.41,N,2
17148,24,92341,RENT,9.0,DEBTCONSOLIDATION,A,12000,7.51,0,0.13,N,4
31189,37,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.13,N,13
19240,27,37000,RENT,1.0,EDUCATION,B,13000,9.91,1,0.35,N,10
23331,31,70000,RENT,4.0,EDUCATION,B,8000,10.99,0,0.11,N,6
11432,22,54000,RENT,2.0,MEDICAL,D,10000,13.36,1,0.19,Y,3
11725,22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2
1860,24,98000,RENT,2.0,DEBTCONSOLIDATION,E,15000,14.93,1,0.15,N,2
27714,29,173088,MORTGAGE,13.0,VENTURE,C,8000,13.79,0,0.05,Y,10
4696,23,54096,RENT,2.0,PERSONAL,B,4900,,0,0.09,N,2
20134,35,38400,MORTGAGE,0.0,EDUCATION,A,5000,,0,0.13,N,9
29892,46,40452,OWN,4.0,EDUCATION,B,4000,11.71,0,0.1,N,17
6925,23,50205,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5300,5.42,0,0.11,N,4
27138,31,125000,OWN,5.0,MEDICAL,A,30000,7.51,0,0.24,N,9
26999,34,120000,MORTGAGE,10.0,EDUCATION,B,20000,10.37,0,0.17,N,10
447,22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2
27619,31,151000,MORTGAGE,1.0,EDUCATION,C,21000,11.97,0,0.14,N,8
11329,26,73200,MORTGAGE,10.0,VENTURE,C,17500,,0,0.24,N,3
7283,24,24000,RENT,0.0,EDUCATION,B,6500,11.36,0,0.27,N,2
9235,24,23000,RENT,2.0,EDUCATION,B,5000,,0,0.22,N,4
24906,30,78000,MORTGAGE,2.0,EDUCATION,B,20000,11.11,0,0.26,N,5
17055,26,42000,RENT,6.0,VENTURE,A,5000,7.29,0,0.12,N,2
19315,29,68004,RENT,2.0,EDUCATION,C,2500,12.99,0,0.04,Y,9
8078,24,54996,RENT,8.0,EDUCATION,B,7200,,0,0.13,N,3
17789,24,42000,MORTGAGE,8.0,PERSONAL,D,2500,15.28,0,0.06,Y,2
16095,22,18000,RENT,1.0,EDUCATION,B,7000,10.65,1,0.39,N,3
7066,23,57960,RENT,0.0,PERSONAL,C,7000,13.04,0,0.12,Y,4
24655,28,58650,MORTGAGE,5.0,MEDICAL,D,20000,14.91,1,0.29,Y,10
4913,25,39996,RENT,1.0,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,N,4
26765,32,112000,MORTGAGE,4.0,EDUCATION,B,14000,9.63,0,0.13,N,9
7007,23,42500,RENT,1.0,PERSONAL,C,6200,13.92,0,0.15,N,2
4971,25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3
24424,31,72000,MORTGAGE,15.0,VENTURE,D,12300,14.96,0,0.17,Y,5
3431,22,60000,RENT,5.0,PERSONAL,D,10900,15.65,0,0.18,N,2
28939,28,40000,OWN,2.0,MEDICAL,A,3600,6.99,0,0.09,N,10
9362,22,61300,MORTGAGE,4.0,VENTURE,A,13000,9.63,0,0.21,N,3
9208,22,20400,RENT,,PERSONAL,B,5000,12.42,0,0.25,N,2
10830,26,43000,RENT,4.0,EDUCATION,C,10000,14.65,0,0.23,N,4
31111,47,93000,RENT,1.0,PERSONAL,B,10000,,0,0.11,N,16
4991,24,37000,RENT,3.0,MEDICAL,E,5000,16.45,1,0.14,N,3
27153,30,53000,RENT,7.0,PERSONAL,B,15000,10.62,0,0.28,N,8
10035,24,65000,MORTGAGE,6.0,PERSONAL,B,11000,11.49,0,0.17,N,2
13753,25,96000,MORTGAGE,9.0,PERSONAL,D,35000,18.25,0,0.36,Y,2
29697,42,35010,RENT,4.0,MEDICAL,C,3500,12.68,0,0.1,Y,16
19030,33,57500,RENT,2.0,DEBTCONSOLIDATION,B,2000,,0,0.03,N,5
2300,26,22406,RENT,5.0,PERSONAL,A,2500,6.76,1,0.11,N,4
1479,21,40000,RENT,5.0,VENTURE,D,1200,15.58,0,0.03,N,4
12769,26,85000,MORTGAGE,0.0,MEDICAL,A,11600,5.42,0,0.14,N,4
6440,23,40000,RENT,5.0,MEDICAL,A,6000,8.94,0,0.15,N,3
28077,31,64000,RENT,9.0,PERSONAL,C,8000,14.22,0,0.13,Y,5
17294,23,130992,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0,0.05,N,4
14119,24,120000,RENT,2.0,MEDICAL,B,14000,10.0,0,0.12,N,3
1818,23,29666,OTHER,1.0,VENTURE,A,3000,9.32,0,0.1,N,3
18304,31,66000,RENT,3.0,PERSONAL,B,21000,10.37,1,0.32,N,10
17436,24,122000,RENT,4.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.12,N,2
21440,29,48000,OWN,6.0,HOMEIMPROVEMENT,C,8000,13.49,0,0.17,Y,9
8398,22,57600,MORTGAGE,6.0,VENTURE,B,6000,10.74,0,0.1,N,3
9687,24,66000,RENT,0.0,HOMEIMPROVEMENT,A,8400,,0,0.13,N,2
1857,25,108820,RENT,4.0,EDUCATION,B,15000,9.63,0,0.14,N,3
4119,23,40000,OWN,,VENTURE,A,7500,5.42,0,0.19,N,2
12630,23,84000,MORTGAGE,0.0,PERSONAL,A,28000,8.49,0,0.33,N,4
31977,50,68000,MORTGAGE,5.0,PERSONAL,B,10000,11.49,0,0.15,N,16
27295,27,130000,OWN,12.0,VENTURE,B,21000,,0,0.16,N,9
22853,28,58868,MORTGAGE,12.0,MEDICAL,C,8400,13.57,0,0.14,Y,9
3176,24,40000,RENT,0.0,VENTURE,B,3500,,0,0.09,N,2
26440,27,102000,MORTGAGE,1.0,PERSONAL,B,16000,11.99,0,0.16,N,5
495,25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2
11493,22,62322,RENT,7.0,EDUCATION,B,10000,,0,0.16,N,2
30289,43,72000,RENT,5.0,MEDICAL,B,6000,12.42,0,0.08,N,17
28741,27,60000,RENT,1.0,VENTURE,C,10000,13.22,0,0.17,N,7
6596,22,50000,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.49,0,0.12,Y,2
6570,26,50000,OWN,10.0,PERSONAL,A,7500,5.99,0,0.15,N,2
25715,32,90000,MORTGAGE,16.0,EDUCATION,C,21400,15.23,0,0.24,Y,5
3470,22,20796,RENT,1.0,DEBTCONSOLIDATION,D,10775,15.37,1,0.52,Y,2
29577,36,32000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.37,0,0.38,N,11
11711,26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2
18353,30,58000,RENT,3.0,PERSONAL,C,20000,14.72,1,0.34,N,5
6404,23,43600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,,1,0.57,N,3
9353,24,55200,MORTGAGE,0.0,MEDICAL,D,6000,14.42,1,0.11,Y,2
24146,30,42000,RENT,4.0,MEDICAL,C,10000,16.11,0,0.24,N,9
6911,26,50004,MORTGAGE,10.0,EDUCATION,A,5000,9.32,0,0.1,N,2
235,23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2
21397,29,60000,RENT,0.0,DEBTCONSOLIDATION,B,5600,9.99,0,0.09,N,7
16830,24,24000,RENT,0.0,VENTURE,D,7000,15.62,1,0.29,N,4
14666,26,110400,MORTGAGE,3.0,PERSONAL,F,9800,,0,0.09,Y,3
10310,26,120640,RENT,0.0,EDUCATION,C,9600,14.22,0,0.08,N,4
6455,26,44000,MORTGAGE,10.0,PERSONAL,D,20000,17.27,1,0.45,Y,2
4618,25,42000,MORTGAGE,,DEBTCONSOLIDATION,B,3000,9.91,0,0.07,N,4
10085,23,65000,MORTGAGE,2.0,EDUCATION,B,20000,12.18,0,0.31,N,4
25295,29,60000,RENT,2.0,PERSONAL,C,12000,14.22,0,0.2,Y,6
4728,23,29730,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.66,0,0.17,N,4
30111,38,28584,RENT,4.0,EDUCATION,C,5400,13.47,0,0.19,N,11
6090,26,36800,RENT,0.0,PERSONAL,B,5900,10.71,0,0.16,N,3
26500,28,104000,MORTGAGE,12.0,PERSONAL,D,20000,,0,0.19,N,9
2754,25,54996,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.22,N,2
29887,40,40008,OWN,20.0,PERSONAL,B,12000,11.71,0,0.3,N,15
23100,28,52500,RENT,2.0,PERSONAL,A,8000,7.51,0,0.15,N,6
12566,25,60000,RENT,9.0,EDUCATION,B,12000,12.21,0,0.2,N,3
17564,23,40000,RENT,5.0,DEBTCONSOLIDATION,B,2000,11.71,0,0.05,N,4
9436,26,62000,MORTGAGE,10.0,VENTURE,C,10000,13.43,0,0.16,Y,2
29384,50,85000,RENT,1.0,HOMEIMPROVEMENT,C,17500,13.49,0,0.21,N,17
17066,21,45432,MORTGAGE,4.0,VENTURE,B,5000,9.88,0,0.11,N,4
24763,28,75000,MORTGAGE,12.0,VENTURE,C,15250,11.34,0,0.2,N,5
6523,26,50000,OWN,6.0,EDUCATION,B,3000,9.91,0,0.06,N,2
2913,22,83000,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3
27415,30,140000,MORTGAGE,6.0,PERSONAL,A,5000,8.9,0,0.04,N,6
13333,26,50000,RENT,1.0,MEDICAL,C,2800,13.61,0,0.06,Y,3
27896,32,4200,RENT,,PERSONAL,C,1200,12.73,1,0.29,N,9
26681,27,28800,OWN,0.0,HOMEIMPROVEMENT,A,13000,6.92,0,0.45,N,10
4071,22,78972,RENT,5.0,MEDICAL,C,4000,,0,0.05,Y,2
17738,25,46800,RENT,5.0,EDUCATION,C,12000,13.11,1,0.26,N,4
14561,23,110000,MORTGAGE,4.0,VENTURE,A,2500,6.99,0,0.02,N,2
25361,30,84000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000,11.11,0,0.14,N,9
1679,26,9840,RENT,5.0,VENTURE,B,1750,9.99,1,0.18,N,4
24085,28,70000,OWN,6.0,VENTURE,D,14000,16.29,0,0.2,Y,8
10316,24,60516,OTHER,8.0,DEBTCONSOLIDATION,B,18000,11.26,1,0.3,N,4
19988,28,50000,RENT,4.0,EDUCATION,C,10225,,0,0.2,Y,7
12879,26,85000,OWN,10.0,EDUCATION,B,10000,12.18,0,0.12,N,2
2325,21,28200,RENT,2.0,DEBTCONSOLIDATION,D,2500,16.77,1,0.09,Y,2
30486,36,95000,RENT,3.0,VENTURE,A,7375,8.94,0,0.08,N,15
7213,23,38400,RENT,3.0,DEBTCONSOLIDATION,A,6250,8.9,0,0.16,N,4
24978,31,79000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.06,N,9
23393,32,90000,RENT,0.0,PERSONAL,A,8000,7.88,0,0.09,N,5
19784,29,62400,RENT,0.0,HOMEIMPROVEMENT,B,3500,10.99,0,0.06,N,5
5091,22,49000,RENT,6.0,VENTURE,B,5000,11.86,0,0.1,N,2
20383,33,40000,OWN,2.0,MEDICAL,A,14000,6.91,0,0.35,N,8
